visit_grid,avg_ses_2403,avg_ses_1903
181065,35,55
181066,50,45
181067,44,59
181068,34,62
181588,43,34
181589,45,38
181590,38,42
181591,39,44
181592,53,45
181593,18,60
181613,47,60
181617,38,24
181618,51,29
181620,49,54
181621,43,47
181622,71,64
181623,48,32
181624,59,47
181626,50,51
181627,60,71
181628,60,38
181629,55,57
181630,60,73
181631,23,66
181633,48,60
181634,49,57
181635,36,56
181636,60,84
181637,71,78
181638,64,60
181639,68,70
181640,66,65
181641,61,58
181642,61,57
181643,64,62
181644,56,60
181645,58,67
181646,60,64
181647,60,58
181648,66,67
181649,63,56
181650,64,67
181651,60,78
181652,68,70
181653,66,60
181654,67,59
181655,52,63
181656,64,60
181657,59,64
181658,64,72
181659,65,54
181660,64,63
181661,66,65
181662,61,68
181663,62,70
181664,63,66
181665,66,61
181666,63,63
181667,55,63
181668,66,60
181669,52,61
181670,59,65
181671,54,60
181672,52,53
181673,52,57
181674,54,61
181675,53,62
181676,54,60
181677,49,59
181678,52,56
181679,46,57
181680,50,56
181681,57,64
181682,54,65
181683,54,58
181684,48,57
181685,53,61
181686,55,58
181687,59,61
181688,57,57
181689,58,50
181690,51,51
181691,53,57
181692,56,55
181693,48,51
181694,52,53
181695,52,60
181696,54,61
181697,55,63
181698,54,61
181699,57,67
181700,57,59
181701,55,63
181702,53,63
181703,59,56
181704,54,56
181705,49,58
181706,52,64
181707,54,56
181708,47,54
181709,52,60
181710,49,45
181711,45,42
181712,45,46
181713,53,57
181714,46,49
181715,49,50
181716,56,46
181717,49,52
181718,45,51
181719,48,46
181720,59,46
181721,53,54
181722,50,43
181723,58,62
181724,48,59
181725,43,65
181726,52,53
181727,58,63
181728,70,54
181729,72,59
181730,56,57
181731,48,50
181732,50,58
181733,54,53
181734,53,44
181735,67,46
181736,48,53
181737,45,53
181738,38,53
181739,46,55
181740,48,48
181741,38,51
181742,56,50
181743,50,49
181744,44,50
181745,45,41
181746,32,43
181747,41,51
181748,43,39
181749,32,40
181750,44,48
181751,52,58
181752,55,46
181753,35,40
181754,50,47
181755,34,43
181756,39,59
181757,45,55
181758,50,62
181759,18,52
181760,52,67
181761,32,79
181762,11,77
181763,50,53
181764,53,36
181765,44,31
181766,32,61
181767,37,43
181768,20,65
181769,30,61
181770,39,32
181771,46,45
181772,36,43
181773,37,55
181774,29,63
181775,28,35
181776,41,48
181777,39,47
181778,35,50
181779,40,61
181780,50,73
181781,44,59
181782,41,51
182302,53,30
182303,38,39
182304,51,47
182305,35,34
182306,79,50
182307,66,56
182331,81,22
182335,57,56
182339,42,32
182340,71,55
182343,54,86
182344,54,62
182345,38,42
182346,58,64
182347,52,59
182348,45,93
182349,68,64
182350,44,77
182351,74,62
182352,58,71
182353,59,68
182354,57,65
182355,63,60
182356,61,60
182357,63,53
182358,60,60
182359,59,59
182360,63,60
182361,59,59
182362,63,58
182363,65,61
182364,57,81
182365,66,75
182366,74,70
182367,70,59
182368,65,59
182369,69,71
182370,75,59
182371,73,66
182372,61,68
182373,64,64
182374,63,68
182375,68,58
182376,61,62
182377,57,64
182378,69,72
182379,60,69
182380,62,63
182381,58,58
182382,67,56
182383,52,57
182384,61,56
182385,53,51
182386,52,59
182387,48,61
182388,57,48
182389,55,50
182390,56,60
182391,53,65
182392,53,61
182393,50,58
182394,57,62
182395,58,58
182396,51,63
182397,53,65
182398,53,54
182399,53,60
182400,50,59
182401,50,60
182402,56,59
182403,54,56
182404,45,56
182405,52,59
182406,58,56
182407,48,54
182408,48,50
182409,50,53
182410,48,60
182411,66,55
182412,50,53
182413,49,58
182414,54,56
182415,52,56
182416,55,58
182417,50,59
182418,54,55
182419,51,47
182420,45,52
182421,53,54
182422,50,51
182423,47,61
182424,42,51
182425,45,51
182426,45,45
182427,49,40
182428,46,47
182429,44,48
182430,48,43
182431,52,51
182432,58,40
182433,45,52
182434,58,47
182435,50,60
182436,55,69
182437,54,58
182438,46,62
182439,43,63
182440,61,62
182441,46,68
182442,50,53
182443,53,57
182444,58,49
182445,53,50
182446,41,57
182447,60,53
182448,41,62
182449,55,42
182450,46,53
182451,56,52
182452,47,54
182453,52,46
182454,53,61
182455,57,51
182456,53,53
182457,51,53
182458,44,49
182459,52,46
182460,47,39
182461,49,29
182462,58,31
182463,47,59
182464,30,46
182465,53,50
182466,48,64
182467,44,63
182468,44,59
182469,43,46
182470,52,58
182471,32,30
182472,42,57
182473,25,74
182474,51,66
182475,31,55
182476,16,67
182477,38,62
182478,45,37
182479,33,32
182480,39,32
182481,36,21
182482,44,74
182483,30,40
182484,27,55
182485,36,45
182486,34,41
182487,44,47
182488,25,32
182489,41,49
182490,49,30
182491,38,69
182492,42,78
182493,40,77
182494,52,69
182495,41,57
183016,42,38
183017,59,49
183018,28,42
183019,54,39
183039,69,31
183045,60,24
183046,45,37
183047,50,69
183048,66,71
183049,41,28
183050,68,70
183051,54,44
183052,60,38
183053,39,53
183054,44,41
183055,53,46
183056,39,54
183057,54,78
183058,54,55
183059,54,68
183060,52,56
183061,53,40
183062,54,70
183063,62,83
183064,51,78
183065,56,57
183066,47,48
183067,61,58
183068,57,77
183069,60,59
183070,55,56
183071,63,60
183072,64,62
183073,57,62
183074,59,64
183075,60,64
183076,63,64
183077,59,65
183078,61,75
183079,56,58
183080,64,70
183081,65,65
183082,69,62
183083,66,56
183084,61,54
183085,59,58
183086,67,70
183087,62,59
183088,60,62
183089,59,68
183090,65,62
183091,58,71
183092,67,67
183093,61,76
183094,64,62
183095,57,59
183096,59,60
183097,46,59
183098,55,55
183099,58,57
183100,56,53
183101,53,59
183102,55,52
183103,52,52
183104,52,63
183105,39,53
183106,51,61
183107,48,53
183108,48,57
183109,54,57
183110,49,59
183111,52,63
183112,54,64
183113,51,55
183114,52,57
183115,50,58
183116,55,61
183117,55,56
183118,55,50
183119,50,55
183120,49,54
183121,49,54
183122,48,51
183123,50,52
183124,49,56
183125,53,53
183126,55,56
183127,57,56
183128,50,52
183129,46,47
183130,47,48
183131,50,55
183132,51,53
183133,51,46
183134,43,46
183135,50,54
183136,47,53
183137,43,52
183138,42,45
183139,49,45
183140,46,47
183141,45,45
183142,49,45
183143,56,50
183144,50,47
183145,53,50
183146,50,57
183147,44,46
183148,55,58
183149,54,54
183150,49,45
183151,48,58
183152,51,53
183153,56,58
183154,56,58
183155,48,56
183156,53,59
183157,47,56
183158,49,51
183159,58,50
183160,47,50
183161,49,52
183162,59,52
183163,50,50
183164,46,50
183165,58,54
183166,36,45
183167,48,57
183168,44,53
183169,41,49
183170,53,68
183171,56,61
183172,52,59
183173,45,44
183174,62,56
183175,50,57
183176,44,55
183177,32,49
183178,55,50
183179,38,55
183180,39,66
183181,43,32
183182,53,44
183183,49,48
183184,38,58
183185,32,66
183186,42,55
183187,39,47
183188,49,62
183189,31,50
183190,30,30
183191,36,38
183192,38,62
183193,53,43
183194,48,41
183195,51,54
183196,52,52
183197,47,36
183198,28,50
183199,35,26
183200,32,40
183201,26,44
183202,33,63
183203,49,68
183204,45,28
183205,45,65
183206,48,65
183207,54,66
183208,45,43
183209,42,49
183730,52,38
183731,30,47
183732,23,43
183739,35,35
183753,58,13
183754,62,35
183755,74,45
183758,88,60
183759,53,22
183760,59,58
183761,58,54
183763,62,28
183766,53,54
183767,66,39
183768,52,51
183769,62,62
183770,34,54
183771,59,70
183772,55,34
183773,54,67
183774,60,57
183775,46,77
183776,54,40
183777,82,51
183778,79,51
183779,72,49
183780,76,42
183781,69,80
183782,68,88
183783,58,56
183784,61,57
183785,58,57
183786,60,62
183787,67,69
183788,60,64
183789,59,63
183790,62,67
183791,61,67
183792,58,65
183793,64,66
183794,59,63
183795,64,59
183796,57,60
183797,55,53
183798,66,55
183799,59,53
183800,65,50
183801,53,59
183802,59,59
183803,62,62
183804,65,66
183805,61,64
183806,63,61
183807,61,67
183808,53,60
183809,55,59
183810,63,61
183811,54,58
183812,50,59
183813,57,55
183814,57,50
183815,59,61
183816,56,59
183817,52,54
183818,51,53
183819,53,58
183820,51,66
183821,49,54
183822,52,59
183823,48,59
183824,48,59
183825,49,63
183826,53,52
183827,49,54
183828,52,55
183829,51,52
183830,54,51
183831,50,51
183832,46,53
183833,52,55
183834,49,54
183835,52,50
183836,52,55
183837,46,54
183838,48,49
183839,55,54
183840,50,52
183841,53,54
183842,52,53
183843,45,46
183844,51,41
183845,52,54
183846,49,57
183847,49,55
183848,43,47
183849,45,57
183850,46,58
183851,50,53
183852,49,58
183853,50,59
183854,48,59
183855,47,53
183856,44,60
183857,44,52
183858,54,45
183859,51,48
183860,51,60
183861,53,57
183862,51,46
183863,49,47
183864,53,52
183865,49,44
183866,54,47
183867,52,49
183868,53,53
183869,48,57
183870,46,61
183871,56,51
183872,54,50
183873,45,50
183874,45,49
183875,46,34
183876,47,60
183877,44,51
183878,48,62
183879,50,57
183880,47,49
183881,54,44
183882,51,54
183883,45,42
183884,45,51
183885,57,52
183886,58,59
183887,55,46
183888,60,56
183889,37,46
183890,45,46
183891,38,50
183892,43,66
183893,42,67
183894,6,62
183895,6,65
183896,22,49
183897,27,36
183898,20,49
183899,44,63
183900,32,53
183901,31,50
183902,30,42
183903,44,33
183904,25,56
183905,39,41
183906,45,40
183907,51,46
183908,48,30
183909,37,45
183910,38,27
183911,50,30
183912,38,60
183913,39,53
183914,44,58
183915,37,53
183916,43,40
183917,37,47
183918,49,63
183919,53,61
183920,41,54
183921,49,59
183922,41,54
184444,60,42
184446,75,36
184447,68,40
184469,66,44
184472,54,22
184475,60,83
184476,55,39
184477,63,57
184478,57,53
184479,37,28
184480,71,24
184481,50,47
184482,47,49
184483,47,53
184484,67,59
184485,57,60
184486,52,61
184487,50,64
184488,56,64
184489,36,76
184490,44,50
184491,68,61
184492,65,59
184493,65,73
184494,67,67
184495,75,81
184496,63,71
184497,61,57
184498,62,63
184499,65,62
184500,64,63
184501,61,55
184502,59,62
184503,61,67
184504,63,67
184505,61,66
184506,58,72
184507,60,70
184508,61,67
184509,66,63
184510,58,58
184511,57,63
184512,57,68
184513,55,53
184514,53,52
184515,53,56
184516,60,58
184517,61,62
184518,56,59
184519,57,60
184520,54,62
184521,50,63
184522,53,66
184523,51,54
184524,58,62
184525,61,55
184526,52,56
184527,54,53
184528,50,52
184529,56,56
184530,58,57
184531,60,56
184532,52,59
184533,55,64
184534,58,58
184535,51,59
184536,51,55
184537,52,56
184538,48,56
184539,50,61
184540,51,61
184541,54,55
184542,49,54
184543,52,52
184544,50,53
184545,52,54
184546,48,54
184547,50,50
184548,54,53
184549,48,54
184550,51,47
184551,51,48
184552,54,50
184553,52,52
184554,52,61
184555,45,53
184556,54,47
184557,46,46
184558,50,47
184559,49,50
184560,51,49
184561,47,54
184562,48,54
184563,41,55
184564,46,58
184565,52,52
184566,54,64
184567,52,54
184568,46,58
184569,49,60
184570,49,62
184571,43,47
184572,46,63
184573,50,41
184574,53,45
184575,45,64
184576,61,45
184577,52,47
184578,56,58
184579,50,52
184580,54,55
184581,54,55
184582,53,47
184583,52,45
184584,56,48
184585,48,56
184586,52,42
184587,54,47
184588,47,44
184589,51,52
184590,59,52
184591,51,47
184592,49,52
184593,49,39
184594,44,60
184595,48,59
184596,61,61
184597,53,50
184598,44,39
184599,46,58
184600,53,43
184601,40,55
184602,35,51
184603,52,37
184604,40,54
184605,44,43
184606,45,38
184607,34,46
184608,30,65
184609,38,54
184610,28,46
184611,32,18
184612,24,42
184613,35,72
184614,45,54
184615,35,65
184616,41,33
184617,39,46
184618,54,61
184619,19,56
184620,22,54
184621,44,50
184622,49,51
184623,43,33
184624,71,19
184625,44,48
184626,42,40
184627,45,63
184628,48,64
184629,40,60
184630,29,54
184631,47,71
184632,44,55
184633,49,39
184634,41,61
184635,43,59
184636,47,72
185159,56,25
185162,36,21
185180,55,55
185181,53,22
185182,48,24
185183,53,76
185184,76,56
185185,49,68
185186,63,23
185189,51,36
185190,63,45
185191,48,38
185192,63,53
185193,55,41
185194,60,30
185195,71,54
185196,47,52
185197,71,45
185198,64,48
185199,62,56
185200,56,52
185201,59,54
185202,65,70
185203,56,51
185204,76,52
185205,67,61
185206,65,76
185207,43,77
185208,65,61
185209,52,77
185210,62,66
185211,60,65
185212,59,60
185213,61,59
185214,64,44
185215,61,59
185216,61,61
185217,63,63
185218,62,64
185219,60,67
185220,60,65
185221,60,63
185222,63,67
185223,65,68
185224,48,65
185225,55,58
185226,55,58
185227,50,59
185228,54,61
185229,57,58
185230,58,58
185231,56,59
185232,59,60
185233,59,61
185234,59,57
185235,55,63
185236,55,61
185237,58,57
185238,60,59
185239,57,57
185240,55,57
185241,53,58
185242,55,57
185243,54,58
185244,59,54
185245,54,61
185246,59,60
185247,53,61
185248,47,55
185249,48,60
185250,47,56
185251,51,62
185252,47,59
185253,54,65
185254,53,53
185255,54,54
185256,49,53
185257,49,52
185258,52,53
185259,49,53
185260,46,55
185261,50,50
185262,48,52
185263,49,50
185264,47,48
185265,47,46
185266,48,54
185267,48,51
185268,49,54
185269,48,49
185270,51,49
185271,48,45
185272,51,49
185273,47,50
185274,46,51
185275,49,50
185276,48,55
185277,53,47
185278,57,48
185279,47,57
185280,50,47
185281,49,63
185282,44,58
185283,52,48
185284,53,56
185285,47,50
185286,43,41
185287,45,61
185288,55,50
185289,54,47
185290,48,52
185291,55,62
185292,51,49
185293,60,57
185294,55,61
185295,44,51
185296,54,52
185297,55,51
185298,58,55
185299,52,55
185300,48,52
185301,60,55
185302,54,45
185303,54,55
185304,58,61
185305,52,57
185306,49,68
185307,42,57
185308,52,62
185309,55,56
185310,48,56
185311,36,53
185312,53,53
185313,45,68
185314,61,72
185315,42,63
185316,55,44
185317,50,40
185318,38,37
185319,50,54
185320,30,52
185321,28,61
185322,14,53
185323,15,50
185324,20,46
185325,16,41
185326,39,35
185327,28,56
185328,45,66
185329,55,63
185330,38,46
185331,21,34
185332,31,26
185333,44,37
185334,34,51
185335,39,50
185336,40,52
185337,63,73
185338,38,49
185339,41,68
185340,48,53
185341,53,44
185342,49,51
185343,24,53
185344,43,52
185345,43,47
185346,43,67
185347,47,73
185348,41,46
185349,44,52
185350,42,54
185872,60,10
185873,54,27
185874,58,51
185875,61,38
185892,38,38
185893,48,38
185894,63,68
185895,60,60
185896,59,64
185897,55,69
185898,37,58
185899,50,60
185900,52,32
185901,67,45
185902,49,62
185903,73,49
185904,57,48
185905,46,57
185906,78,65
185907,56,58
185908,52,56
185909,58,51
185910,58,54
185911,59,56
185912,53,49
185913,62,54
185914,54,55
185915,63,59
185916,53,61
185917,61,51
185918,52,63
185919,51,52
185920,58,58
185921,62,60
185922,44,65
185923,63,70
185924,52,68
185925,65,63
185926,65,63
185927,60,64
185928,61,66
185929,60,66
185930,58,66
185931,58,66
185932,60,64
185933,56,65
185934,63,64
185935,61,58
185936,62,64
185937,62,68
185938,56,67
185939,49,68
185940,58,63
185941,56,61
185942,53,59
185943,55,60
185944,58,58
185945,57,67
185946,60,64
185947,58,58
185948,55,62
185949,57,55
185950,56,55
185951,55,60
185952,60,60
185953,55,57
185954,57,55
185955,53,55
185956,53,57
185957,54,56
185958,57,55
185959,54,52
185960,53,54
185961,52,57
185962,55,55
185963,51,53
185964,48,53
185965,51,55
185966,52,54
185967,54,59
185968,44,57
185969,50,54
185970,50,53
185971,52,49
185972,50,52
185973,50,53
185974,48,55
185975,51,55
185976,45,58
185977,43,44
185978,45,46
185979,45,47
185980,47,48
185981,49,50
185982,56,50
185983,46,51
185984,52,49
185985,53,49
185986,49,50
185987,49,48
185988,46,52
185989,49,52
185990,47,57
185991,47,53
185992,52,49
185993,50,51
185994,55,45
185995,51,55
185996,48,59
185997,41,61
185998,49,56
185999,50,46
186000,63,48
186001,56,60
186002,48,49
186003,52,50
186004,55,55
186005,50,60
186006,61,56
186007,54,54
186008,53,44
186009,46,53
186010,50,66
186011,53,55
186012,46,74
186013,52,60
186014,42,54
186015,50,52
186016,51,55
186017,59,40
186018,49,55
186019,52,69
186020,56,49
186021,60,48
186022,55,56
186023,46,45
186024,47,60
186025,50,65
186026,51,56
186027,49,51
186028,53,57
186029,46,49
186030,49,54
186031,42,38
186032,40,46
186033,39,38
186034,55,46
186035,43,55
186036,15,58
186037,10,50
186038,14,49
186039,22,44
186040,38,21
186041,53,42
186042,49,56
186043,46,62
186044,39,42
186045,42,50
186046,33,33
186047,27,34
186048,32,40
186049,33,48
186050,40,63
186051,34,61
186052,40,59
186053,44,61
186054,27,50
186055,40,43
186056,43,62
186057,40,55
186058,44,56
186059,50,52
186060,48,64
186061,45,42
186062,43,67
186063,34,75
186586,56,18
186604,48,33
186607,48,65
186608,46,38
186609,50,51
186610,55,65
186611,51,58
186612,55,56
186613,47,47
186614,61,32
186615,51,42
186616,69,56
186618,59,40
186619,63,60
186620,64,68
186621,51,55
186622,56,64
186623,52,57
186624,57,57
186625,58,54
186626,57,55
186627,54,52
186628,62,54
186629,71,55
186630,46,70
186631,68,49
186632,60,69
186633,64,65
186634,65,53
186635,70,68
186636,72,59
186637,72,72
186638,65,64
186639,67,66
186640,59,69
186641,61,61
186642,61,61
186643,59,63
186644,54,77
186645,56,64
186646,54,58
186647,59,62
186648,61,62
186649,57,62
186650,56,61
186651,56,64
186652,53,75
186653,51,67
186654,56,64
186655,56,54
186656,58,58
186657,55,59
186658,50,60
186659,53,58
186660,52,63
186661,57,63
186662,59,59
186663,57,57
186664,57,57
186665,55,58
186666,57,62
186667,52,56
186668,51,54
186669,52,58
186670,53,56
186671,51,54
186672,53,55
186673,58,56
186674,59,57
186675,55,57
186676,54,54
186677,51,52
186678,45,49
186679,50,56
186680,55,54
186681,58,54
186682,49,56
186683,51,54
186684,52,45
186685,53,51
186686,50,54
186687,54,61
186688,47,54
186689,52,52
186690,46,51
186691,42,44
186692,43,45
186693,44,46
186694,48,45
186695,46,49
186696,48,45
186697,46,46
186698,48,50
186699,52,50
186700,50,44
186701,46,45
186702,45,48
186703,45,48
186704,42,56
186705,51,53
186706,52,62
186707,53,56
186708,49,57
186709,62,50
186710,53,53
186711,45,45
186712,48,51
186713,57,52
186714,40,50
186715,52,56
186716,48,57
186717,55,55
186718,56,51
186719,53,48
186720,49,55
186721,50,52
186722,48,52
186723,53,45
186724,53,62
186725,48,58
186726,48,69
186727,49,61
186728,56,65
186729,48,58
186730,49,43
186731,38,57
186732,49,59
186733,44,70
186734,47,51
186735,48,47
186736,50,52
186737,48,52
186738,57,52
186739,45,49
186740,56,68
186741,48,62
186742,46,62
186743,52,52
186744,44,49
186745,40,50
186746,51,43
186747,40,26
186748,53,44
186749,22,67
186750,22,58
186751,13,57
186752,20,56
186753,30,33
186754,32,43
186755,25,56
186756,40,54
186757,45,35
186758,50,68
186759,47,52
186760,16,43
186761,36,18
186762,38,31
186763,52,46
186764,50,65
186765,42,63
186766,51,46
186767,43,67
186768,25,54
186769,40,47
186770,40,37
186771,40,58
186772,43,55
186773,52,67
186774,43,44
186775,41,50
186776,48,62
186777,46,53
187300,50,50
187301,45,28
187312,30,42
187318,42,28
187319,55,44
187320,62,60
187321,55,79
187322,58,53
187323,65,42
187324,52,59
187325,54,47
187326,61,50
187327,43,64
187328,55,62
187329,57,47
187330,53,63
187331,61,59
187332,52,39
187333,51,47
187334,52,71
187335,46,64
187336,55,56
187337,60,53
187338,49,60
187339,59,53
187340,57,64
187341,56,54
187342,42,63
187343,48,70
187344,38,54
187345,64,66
187346,62,60
187347,58,70
187348,44,55
187349,62,83
187350,75,70
187351,63,62
187352,65,62
187353,56,68
187354,57,55
187355,55,58
187356,62,63
187357,64,60
187358,60,74
187359,56,59
187360,65,64
187361,63,63
187362,59,61
187363,59,64
187364,57,64
187365,52,63
187366,61,63
187367,58,65
187368,52,53
187369,49,49
187370,48,52
187371,55,55
187372,65,55
187373,54,55
187374,48,63
187375,56,64
187376,58,66
187377,56,57
187378,54,53
187379,58,47
187380,57,57
187381,56,57
187382,53,58
187383,52,60
187384,54,54
187385,55,56
187386,59,56
187387,55,55
187388,55,53
187389,55,52
187390,51,51
187391,50,57
187392,49,52
187393,53,51
187394,49,54
187395,55,56
187396,54,51
187397,46,55
187398,50,51
187399,56,52
187400,55,52
187401,51,60
187402,49,50
187403,50,52
187404,46,48
187405,43,45
187406,48,49
187407,48,49
187408,52,51
187409,49,56
187410,46,44
187411,52,48
187412,52,48
187413,47,50
187414,49,45
187415,51,50
187416,45,50
187417,45,48
187418,42,44
187419,48,53
187420,48,43
187421,49,45
187422,61,59
187423,49,57
187424,44,56
187425,55,48
187426,52,50
187427,57,49
187428,55,41
187429,51,51
187430,39,51
187431,53,49
187432,52,52
187433,50,50
187434,50,51
187435,51,52
187436,44,52
187437,48,51
187438,47,54
187439,54,54
187440,55,47
187441,49,57
187442,48,58
187443,50,58
187444,55,60
187445,55,58
187446,48,54
187447,54,51
187448,42,52
187449,46,46
187450,48,51
187451,45,49
187452,47,50
187453,28,49
187454,68,59
187455,58,41
187456,51,56
187457,52,55
187458,40,47
187459,43,46
187460,52,50
187461,42,40
187462,49,41
187463,15,52
187464,27,40
187465,26,55
187466,18,59
187467,27,29
187468,26,31
187469,43,28
187470,45,46
187471,38,37
187472,35,60
187473,38,48
187474,24,32
187475,41,35
187476,46,30
187477,31,56
187478,33,50
187479,30,63
187480,30,55
187481,34,53
187482,37,48
187483,47,57
187484,34,47
187485,41,50
187486,31,46
187487,44,47
187488,44,57
187489,50,50
187490,33,59
188014,57,49
188015,42,59
188016,66,41
188017,35,41
188030,52,52
188032,57,36
188033,60,62
188034,68,76
188035,59,65
188036,41,46
188037,55,65
188038,61,60
188039,51,59
188040,50,45
188041,56,50
188042,49,63
188043,47,59
188044,52,60
188045,51,59
188046,52,47
188047,53,49
188048,62,58
188049,58,47
188050,68,55
188051,68,55
188052,53,56
188053,51,57
188054,51,60
188055,59,58
188056,48,48
188057,53,53
188058,62,64
188059,56,61
188060,55,54
188061,58,66
188062,62,42
188063,63,61
188064,65,63
188065,63,65
188066,61,67
188067,60,64
188068,61,62
188069,54,64
188070,68,69
188071,64,70
188072,62,55
188073,60,72
188074,64,71
188075,64,68
188076,60,60
188077,60,61
188078,59,62
188079,57,63
188080,65,58
188081,50,56
188082,51,48
188083,47,47
188084,48,57
188085,48,50
188086,54,57
188087,60,57
188088,56,63
188089,53,64
188090,57,60
188091,58,55
188092,53,54
188093,54,49
188094,59,57
188095,55,59
188096,52,56
188097,56,57
188098,51,58
188099,55,58
188100,58,58
188101,58,55
188102,56,57
188103,53,54
188104,53,55
188105,43,59
188106,46,51
188107,58,52
188108,58,58
188109,52,52
188110,45,60
188111,46,52
188112,47,57
188113,48,51
188114,49,57
188115,51,47
188116,43,54
188117,43,47
188118,45,48
188119,48,45
188120,44,44
188121,49,49
188122,51,54
188123,53,49
188124,57,47
188125,47,45
188126,50,46
188127,50,47
188128,51,50
188129,54,50
188130,49,47
188131,47,41
188132,48,53
188133,55,52
188134,48,59
188135,38,54
188136,50,50
188137,45,61
188138,47,57
188139,36,52
188140,55,34
188141,44,51
188142,52,42
188143,66,35
188144,40,48
188145,52,49
188146,45,53
188147,42,51
188148,53,49
188149,55,53
188150,51,53
188151,51,53
188152,47,49
188153,54,56
188154,59,56
188155,52,57
188156,52,67
188157,54,50
188158,53,61
188159,54,52
188160,55,58
188161,43,53
188162,49,44
188163,54,53
188164,42,59
188165,58,47
188166,42,47
188167,55,62
188168,43,48
188169,51,46
188170,50,58
188171,42,56
188172,57,50
188173,50,44
188174,45,46
188175,43,40
188176,36,39
188177,53,36
188178,40,30
188179,24,29
188180,30,30
188181,26,39
188182,40,24
188183,36,39
188184,41,36
188185,30,42
188186,40,38
188187,34,38
188188,24,37
188189,19,33
188190,63,40
188191,47,36
188192,34,56
188193,32,50
188194,32,36
188195,28,56
188196,47,46
188197,32,65
188198,35,74
188199,39,55
188200,45,60
188201,42,59
188202,22,58
188203,31,55
188204,46,55
188729,13,52
188730,69,38
188743,42,31
188744,66,26
188745,72,36
188746,55,56
188747,70,47
188748,53,56
188749,65,86
188750,55,67
188751,50,41
188752,63,60
188753,54,59
188754,59,59
188755,44,52
188756,51,59
188757,53,59
188758,52,57
188759,55,46
188760,61,50
188761,53,49
188762,52,56
188763,55,59
188764,60,61
188765,58,44
188766,59,69
188767,60,54
188768,70,65
188769,49,52
188770,65,55
188771,62,47
188772,42,68
188773,63,42
188774,41,54
188775,58,61
188776,69,54
188777,64,60
188778,62,69
188779,57,63
188780,62,62
188781,64,60
188782,64,62
188783,56,65
188784,60,55
188785,57,53
188786,58,62
188787,59,61
188788,65,67
188789,59,64
188790,62,65
188791,54,61
188792,52,59
188793,53,61
188794,51,62
188795,50,58
188796,48,45
188797,47,47
188798,47,49
188799,52,56
188800,53,58
188801,57,58
188802,61,61
188803,54,60
188804,53,63
188805,53,56
188806,54,54
188807,54,58
188808,55,59
188809,51,60
188810,51,55
188811,42,58
188812,49,57
188813,53,58
188814,53,53
188815,52,52
188816,55,52
188817,53,49
188818,52,54
188819,53,56
188820,60,56
188821,50,53
188822,45,46
188823,47,49
188824,44,41
188825,44,46
188826,43,35
188827,48,40
188828,45,48
188829,49,37
188830,48,43
188831,49,45
188832,46,50
188833,40,45
188834,45,42
188835,49,51
188836,49,56
188837,54,47
188838,51,50
188839,55,45
188840,50,45
188841,46,48
188842,46,45
188843,46,45
188844,50,52
188845,55,47
188846,52,51
188847,62,47
188848,48,53
188849,43,60
188850,52,46
188851,48,47
188852,45,44
188853,48,60
188854,52,50
188855,56,39
188856,50,53
188857,53,55
188858,49,45
188859,51,45
188860,56,45
188861,56,53
188862,57,47
188863,54,49
188864,47,53
188865,48,52
188866,47,53
188867,50,49
188868,49,49
188869,49,53
188870,58,56
188871,52,52
188872,50,46
188873,49,50
188874,51,50
188875,46,53
188876,54,61
188877,51,36
188878,50,64
188879,49,48
188880,50,66
188881,37,53
188882,46,55
188883,53,38
188884,49,58
188885,47,54
188886,51,53
188887,44,54
188888,50,46
188889,40,51
188890,45,28
188891,27,35
188892,31,22
188893,36,36
188894,27,36
188895,33,45
188896,38,29
188897,30,46
188898,38,42
188899,35,43
188900,34,30
188901,29,38
188902,40,44
188903,31,39
188904,36,40
188905,37,13
188906,46,54
188907,34,35
188908,34,36
188909,41,52
188910,36,70
188911,48,54
188912,44,77
188913,23,47
188914,35,64
188915,51,59
188916,45,62
188917,27,61
188918,30,82
189444,31,57
189446,43,42
189450,50,61
189451,34,65
189452,31,69
189453,35,33
189457,52,63
189458,49,25
189459,56,32
189460,47,55
189461,49,52
189462,56,70
189463,50,67
189464,56,66
189465,62,56
189466,54,51
189467,57,54
189468,55,50
189469,55,57
189470,51,54
189471,52,59
189472,61,56
189473,65,51
189474,42,52
189475,64,61
189476,56,62
189477,51,48
189478,44,56
189479,61,51
189480,46,55
189481,60,57
189482,52,52
189483,47,57
189484,62,49
189485,61,67
189486,63,48
189487,63,47
189488,53,63
189489,63,60
189490,53,50
189491,58,60
189492,62,64
189493,64,66
189494,60,68
189495,67,56
189496,66,59
189497,61,61
189498,52,46
189499,48,48
189500,45,50
189501,52,53
189502,59,48
189503,52,51
189504,53,57
189505,54,60
189506,57,62
189507,51,54
189508,50,53
189509,48,49
189510,48,49
189511,48,51
189512,47,55
189513,49,50
189514,49,61
189515,56,60
189516,57,60
189517,53,64
189518,53,58
189519,53,55
189520,53,59
189521,58,54
189522,54,59
189523,51,57
189524,50,55
189525,55,53
189526,49,51
189527,50,49
189528,49,45
189529,52,50
189530,52,54
189531,54,49
189532,50,49
189533,63,49
189534,48,53
189535,45,55
189536,46,47
189537,47,52
189538,42,44
189539,52,43
189540,54,45
189541,50,52
189542,47,43
189543,50,40
189544,46,37
189545,47,42
189546,44,43
189547,38,47
189548,43,47
189549,51,45
189550,51,53
189551,54,52
189552,51,47
